datetime,Open,signal
2022-11-11 10:08:00,67.16,1.0
2022-11-11 10:08:03,67.1,1.0
2022-11-11 10:08:06,67.18,1.0
2022-11-11 10:08:09,67.19,1.0
2022-11-11 10:08:12,67.19,1.0
2022-11-11 10:08:15,67.16,1.0
2022-11-11 10:08:18,67.1,1.0
2022-11-11 10:08:21,67.1,1.0
2022-11-11 10:08:24,67.1,1.0
2022-11-11 10:08:27,67.1,1.0
2022-11-11 10:08:30,67.1,1.0
2022-11-11 10:08:33,67.16,1.0
2022-11-11 10:08:36,67.16,1.0
2022-11-11 10:08:39,67.16,1.0
2022-11-11 10:08:42,67.16,1.0
2022-11-11 10:08:45,67.16,1.0
2022-11-11 10:08:48,67.16,1.0
2022-11-11 10:08:51,67.15,1.0
2022-11-11 10:08:54,67.05,1.0
2022-11-11 10:08:57,67.05,1.0
2022-11-11 10:09:00,67.05,1.0
2022-11-11 10:09:03,67.07,1.0
2022-11-11 10:09:06,67.05,1.0
2022-11-11 10:09:09,67.0,1.0
2022-11-11 10:09:12,66.98,1.0
2022-11-11 10:09:15,66.88,1.0
2022-11-11 10:09:18,66.97,-1.0
2022-11-11 10:09:21,66.9,-1.0
2022-11-11 10:09:24,66.9,-1.0
2022-11-11 10:09:27,66.86,-1.0
2022-11-11 10:09:30,66.86,-1.0
2022-11-11 10:09:33,66.86,-1.0
2022-11-11 10:09:36,66.85,-1.0
2022-11-11 10:09:39,66.85,-1.0
2022-11-11 10:09:42,66.85,-1.0
2022-11-11 10:09:45,66.85,-1.0
2022-11-11 10:09:48,66.82,-1.0
2022-11-11 10:09:51,66.82,-1.0
2022-11-11 10:09:54,66.82,-1.0
2022-11-11 10:09:57,66.82,-1.0
2022-11-11 10:10:00,66.8,-1.0
2022-11-11 10:10:03,66.8,-1.0
2022-11-11 10:10:06,66.75,-1.0
2022-11-11 10:10:09,66.6,1.0
2022-11-11 10:10:12,66.6,1.0
2022-11-11 10:10:15,66.6,1.0
2022-11-11 10:10:18,66.6,1.0
2022-11-11 10:10:21,66.63,1.0
2022-11-11 10:10:24,66.6,1.0
2022-11-11 10:10:27,66.61,1.0
2022-11-11 10:10:30,66.7,1.0
2022-11-11 10:10:33,66.6,1.0
2022-11-11 10:10:36,66.6,1.0
2022-11-11 10:10:39,66.58,1.0
2022-11-11 10:10:42,66.58,1.0
2022-11-11 10:10:45,66.57,1.0
2022-11-11 10:10:48,66.51,1.0
2022-11-11 10:10:51,66.5,1.0
2022-11-11 10:10:54,66.52,1.0
2022-11-11 10:10:57,66.51,1.0
2022-11-11 10:11:00,66.5,1.0
2022-11-11 10:11:03,66.51,1.0
2022-11-11 10:11:06,66.5,1.0
2022-11-11 10:11:09,66.48,1.0
2022-11-11 10:11:12,66.48,1.0
2022-11-11 10:11:15,66.57,1.0
2022-11-11 10:11:18,66.56,1.0
2022-11-11 10:11:21,66.56,1.0
2022-11-11 10:11:24,66.56,1.0
2022-11-11 10:11:27,66.52,1.0
2022-11-11 10:11:30,66.52,1.0
2022-11-11 10:11:33,66.52,1.0
2022-11-11 10:11:36,66.52,1.0
2022-11-11 10:11:39,66.52,1.0
2022-11-11 10:11:42,66.54,1.0
2022-11-11 10:11:45,66.54,1.0
2022-11-11 10:11:48,66.56,1.0
2022-11-11 10:11:51,66.7,1.0
2022-11-11 10:11:54,66.57,1.0
2022-11-11 10:11:57,66.62,1.0
2022-11-11 10:12:00,66.57,1.0
2022-11-11 10:12:03,66.56,1.0
2022-11-11 10:12:06,66.54,1.0
2022-11-11 10:12:09,66.56,1.0
2022-11-11 10:12:12,66.5,1.0
2022-11-11 10:12:15,66.5,1.0
2022-11-11 10:12:18,66.5,1.0
2022-11-11 10:12:21,66.46,1.0
2022-11-11 10:12:24,66.46,1.0
2022-11-11 10:12:27,66.45,1.0
2022-11-11 10:12:30,66.45,1.0
2022-11-11 10:12:33,66.45,1.0
2022-11-11 10:12:36,66.4,1.0
2022-11-11 10:12:39,66.3,1.0
2022-11-11 10:12:42,66.31,1.0
2022-11-11 10:12:45,66.3,1.0
2022-11-11 10:12:48,66.3,1.0
2022-11-11 10:12:51,66.3,1.0
2022-11-11 10:12:54,66.3,1.0
2022-11-11 10:12:57,66.3,1.0
2022-11-11 10:13:00,66.3,1.0
2022-11-11 10:13:03,66.29,1.0
2022-11-11 10:13:06,66.3,1.0
2022-11-11 10:13:09,66.22,1.0
2022-11-11 10:13:12,66.3,1.0
2022-11-11 10:13:15,66.3,1.0
2022-11-11 10:13:18,66.3,1.0
2022-11-11 10:13:21,66.3,1.0
2022-11-11 10:13:24,66.3,1.0
2022-11-11 10:13:27,66.3,1.0
2022-11-11 10:13:30,66.4,1.0
2022-11-11 10:13:33,66.3,1.0
2022-11-11 10:13:36,66.3,1.0
2022-11-11 10:13:39,66.3,1.0
2022-11-11 10:13:42,66.3,1.0
2022-11-11 10:13:45,66.3,1.0
2022-11-11 10:13:48,66.3,1.0
2022-11-11 10:13:51,66.32,1.0
2022-11-11 10:13:54,66.38,1.0
2022-11-11 10:13:57,66.38,1.0
2022-11-11 10:14:00,66.33,1.0
2022-11-11 10:14:03,66.33,1.0
2022-11-11 10:14:06,66.38,1.0
2022-11-11 10:14:09,66.33,1.0
2022-11-11 10:14:12,66.33,1.0
2022-11-11 10:14:15,66.38,1.0
2022-11-11 10:14:18,66.38,1.0
2022-11-11 10:14:21,66.38,1.0
2022-11-11 10:14:24,66.38,1.0
2022-11-11 10:14:27,66.38,1.0
2022-11-11 10:14:30,66.37,1.0
2022-11-11 10:14:33,66.3,1.0
2022-11-11 10:14:36,66.38,1.0
2022-11-11 10:14:39,66.3,1.0
2022-11-11 10:14:42,66.4,1.0
2022-11-11 10:14:45,66.38,1.0
2022-11-11 10:14:48,66.38,1.0
2022-11-11 10:14:51,66.4,1.0
2022-11-11 10:14:54,66.4,1.0
2022-11-11 10:14:57,66.4,1.0
2022-11-11 10:15:00,66.5,1.0
2022-11-11 10:15:03,66.5,1.0
2022-11-11 10:15:06,66.5,1.0
2022-11-11 10:15:09,66.39,1.0
2022-11-11 10:15:12,66.39,1.0
2022-11-11 10:15:15,66.4,1.0
2022-11-11 10:15:18,66.4,1.0
2022-11-11 10:15:21,66.4,1.0
2022-11-11 10:15:24,66.4,1.0
2022-11-11 10:15:27,66.35,1.0
2022-11-11 10:15:30,66.33,1.0
2022-11-11 10:15:33,66.28,1.0
2022-11-11 10:15:36,66.38,1.0
2022-11-11 10:15:39,66.3,1.0
2022-11-11 10:15:42,66.33,1.0
2022-11-11 10:15:45,66.33,1.0
2022-11-11 10:15:48,66.33,1.0
2022-11-11 10:15:51,66.33,1.0
2022-11-11 10:15:54,66.33,1.0
2022-11-11 10:15:57,66.33,1.0
2022-11-11 10:16:00,66.33,1.0
2022-11-11 10:16:03,66.33,1.0
2022-11-11 10:16:06,66.33,1.0
2022-11-11 10:16:09,66.33,1.0
2022-11-11 10:16:12,66.32,1.0
2022-11-11 10:16:15,66.32,1.0
2022-11-11 10:16:18,66.33,1.0
2022-11-11 10:16:21,66.3,1.0
2022-11-11 10:16:24,66.32,1.0
2022-11-11 10:16:27,66.32,1.0
2022-11-11 10:16:30,66.3,1.0
2022-11-11 10:16:33,66.3,1.0
2022-11-11 10:16:36,66.31,1.0
2022-11-11 10:16:39,66.31,1.0
2022-11-11 10:16:42,66.27,1.0
2022-11-11 10:16:45,66.27,1.0
2022-11-11 10:16:48,66.27,1.0
2022-11-11 10:16:51,66.3,1.0
2022-11-11 10:16:54,66.3,1.0
2022-11-11 10:16:57,66.27,1.0
2022-11-11 10:17:00,66.27,1.0
2022-11-11 10:17:03,66.26,1.0
2022-11-11 10:17:06,66.26,1.0
2022-11-11 10:17:09,66.25,1.0
2022-11-11 10:17:12,66.25,1.0
2022-11-11 10:17:15,66.25,1.0
2022-11-11 10:17:18,66.25,1.0
2022-11-11 10:17:21,66.25,1.0
2022-11-11 10:17:24,66.25,1.0
2022-11-11 10:17:27,66.25,1.0
2022-11-11 10:17:30,66.24,1.0
2022-11-11 10:17:33,66.24,1.0
2022-11-11 10:17:36,66.25,1.0
2022-11-11 10:17:39,66.22,1.0
2022-11-11 10:17:42,66.19,1.0
2022-11-11 10:17:45,66.14,1.0
2022-11-11 10:17:48,66.13,1.0
2022-11-11 10:17:51,66.11,1.0
2022-11-11 10:17:54,66.11,1.0
2022-11-11 10:17:57,66.11,1.0
2022-11-11 10:18:00,66.11,1.0
2022-11-11 10:18:03,66.11,1.0
2022-11-11 10:18:06,66.07,1.0
2022-11-11 10:18:09,66.07,1.0
2022-11-11 10:18:12,66.07,1.0
2022-11-11 10:18:15,66.07,1.0
2022-11-11 10:18:18,66.03,1.0
2022-11-11 10:18:21,66.03,1.0
2022-11-11 10:18:24,66.03,1.0
2022-11-11 10:18:27,66.03,1.0
2022-11-11 10:18:30,66.0,1.0
2022-11-11 10:18:33,65.99,1.0
2022-11-11 10:18:36,65.99,1.0
2022-11-11 10:18:39,65.9,1.0
2022-11-11 10:18:42,65.9,1.0
2022-11-11 10:18:45,65.9,1.0
2022-11-11 10:18:48,66.0,1.0
2022-11-11 10:18:51,65.9,1.0
2022-11-11 10:18:54,65.9,1.0
2022-11-11 10:18:57,65.9,1.0
2022-11-11 10:19:00,65.91,1.0
2022-11-11 10:19:03,65.91,1.0
2022-11-11 10:19:06,65.96,1.0
2022-11-11 10:19:09,65.89,1.0
2022-11-11 10:19:12,65.9,1.0
2022-11-11 10:19:15,65.9,1.0
2022-11-11 10:19:18,65.88,1.0
2022-11-11 10:19:21,65.9,1.0
2022-11-11 10:19:24,65.9,1.0
2022-11-11 10:19:27,65.9,1.0
2022-11-11 10:19:30,65.81,1.0
2022-11-11 10:19:33,65.88,1.0
2022-11-11 10:19:36,65.88,1.0
2022-11-11 10:19:39,65.84,1.0
2022-11-11 10:19:42,65.82,1.0
2022-11-11 10:19:45,65.82,1.0
2022-11-11 10:19:48,65.8,1.0
2022-11-11 10:19:51,65.8,1.0
2022-11-11 10:19:54,65.76,1.0
2022-11-11 10:19:57,65.76,1.0
2022-11-11 10:20:00,65.76,1.0
2022-11-11 10:20:03,65.7,1.0
2022-11-11 10:20:06,65.7,1.0
2022-11-11 10:20:09,65.61,1.0
2022-11-11 10:20:12,65.75,1.0
2022-11-11 10:20:15,65.75,1.0
2022-11-11 10:20:18,65.7,1.0
2022-11-11 10:20:21,65.7,1.0
2022-11-11 10:20:24,65.8,1.0
2022-11-11 10:20:27,65.7,1.0
2022-11-11 10:20:30,65.73,1.0
2022-11-11 10:20:33,65.73,1.0
2022-11-11 10:20:36,65.73,1.0
2022-11-11 10:20:39,65.8,1.0
2022-11-11 10:20:42,65.8,1.0
2022-11-11 10:20:45,65.74,1.0
2022-11-11 10:20:48,65.75,1.0
2022-11-11 10:20:51,65.73,1.0
2022-11-11 10:20:54,65.73,1.0
2022-11-11 10:20:57,65.73,1.0
2022-11-11 10:21:00,65.74,1.0
2022-11-11 10:21:03,65.74,1.0
2022-11-11 10:21:06,65.74,1.0
2022-11-11 10:21:09,65.8,1.0
2022-11-11 10:21:12,65.8,1.0
2022-11-11 10:21:15,65.74,1.0
2022-11-11 10:21:18,65.8,1.0
2022-11-11 10:21:21,65.74,1.0
2022-11-11 10:21:24,65.74,1.0
2022-11-11 10:21:27,65.74,1.0
2022-11-11 10:21:30,65.74,1.0
2022-11-11 10:21:33,65.8,1.0
2022-11-11 10:21:36,65.8,1.0
2022-11-11 10:21:39,65.75,1.0
2022-11-11 10:21:42,65.75,1.0
2022-11-11 10:21:45,65.8,1.0
2022-11-11 10:21:48,65.75,1.0
2022-11-11 10:21:51,65.8,1.0
2022-11-11 10:21:54,65.8,1.0
2022-11-11 10:21:57,65.8,1.0
2022-11-11 10:22:00,65.81,1.0
2022-11-11 10:22:03,65.81,1.0
2022-11-11 10:22:06,65.81,1.0
2022-11-11 10:22:09,65.81,1.0
2022-11-11 10:22:12,65.88,1.0
2022-11-11 10:22:15,65.88,1.0
2022-11-11 10:22:18,65.89,1.0
2022-11-11 10:22:21,65.82,1.0
2022-11-11 10:22:24,65.81,1.0
2022-11-11 10:22:27,65.82,1.0
2022-11-11 10:22:30,65.82,1.0
2022-11-11 10:22:33,65.8,1.0
2022-11-11 10:22:36,65.8,1.0
2022-11-11 10:22:39,65.77,1.0
2022-11-11 10:22:42,65.77,1.0
2022-11-11 10:22:45,65.77,1.0
2022-11-11 10:22:48,65.76,1.0
2022-11-11 10:22:51,65.77,1.0
2022-11-11 10:22:54,65.76,1.0
2022-11-11 10:22:57,65.74,1.0
2022-11-11 10:23:00,65.74,1.0
2022-11-11 10:23:03,65.74,1.0
2022-11-11 10:23:06,65.74,1.0
2022-11-11 10:23:09,65.74,1.0
2022-11-11 10:23:12,65.7,1.0
2022-11-11 10:23:15,65.74,1.0
2022-11-11 10:23:18,65.7,1.0
2022-11-11 10:23:21,65.7,1.0
2022-11-11 10:23:24,65.74,1.0
2022-11-11 10:23:27,65.7,1.0
2022-11-11 10:23:30,65.68,1.0
2022-11-11 10:23:33,65.67,1.0
2022-11-11 10:23:36,65.67,1.0
2022-11-11 10:23:39,65.6,1.0
2022-11-11 10:23:42,65.6,1.0
2022-11-11 10:23:45,65.6,1.0
2022-11-11 10:23:48,65.55,1.0
2022-11-11 10:23:51,65.55,1.0
2022-11-11 10:23:54,65.51,1.0
2022-11-11 10:23:57,65.52,1.0
2022-11-11 10:24:00,65.52,1.0
2022-11-11 10:24:03,65.5,1.0
2022-11-11 10:24:06,65.5,1.0
2022-11-11 10:24:09,65.43,1.0
2022-11-11 10:24:12,65.43,1.0
2022-11-11 10:24:15,65.4,1.0
2022-11-11 10:24:18,65.41,1.0
2022-11-11 10:24:21,65.33,1.0
2022-11-11 10:24:24,65.38,1.0
2022-11-11 10:24:27,65.43,1.0
2022-11-11 10:24:30,65.4,1.0
2022-11-11 10:24:33,65.4,1.0
2022-11-11 10:24:36,65.34,1.0
2022-11-11 10:24:39,65.34,1.0
2022-11-11 10:24:42,65.4,-1.0
2022-11-11 10:24:45,65.33,-1.0
2022-11-11 10:24:48,65.24,-1.0
2022-11-11 10:24:51,65.2,-1.0
2022-11-11 10:24:54,65.24,-1.0
2022-11-11 10:24:57,65.19,-1.0
2022-11-11 10:25:00,65.19,-1.0
2022-11-11 10:25:03,65.1,-1.0
2022-11-11 10:25:06,65.16,-1.0
2022-11-11 10:25:09,65.34,1.0
2022-11-11 10:25:12,65.35,1.0
2022-11-11 10:25:15,65.35,1.0
2022-11-11 10:25:18,65.25,1.0
2022-11-11 10:25:21,65.35,1.0
2022-11-11 10:25:24,65.26,1.0
2022-11-11 10:25:27,65.26,1.0
2022-11-11 10:25:30,65.26,1.0
2022-11-11 10:25:33,65.26,1.0
2022-11-11 10:25:36,65.42,-1.0
2022-11-11 10:25:39,65.38,-1.0
2022-11-11 10:25:42,65.28,-1.0
2022-11-11 10:25:45,65.38,-1.0
2022-11-11 10:25:48,65.28,1.0
2022-11-11 10:25:51,65.28,1.0
2022-11-11 10:25:54,65.28,1.0
2022-11-11 10:25:57,65.28,1.0
2022-11-11 10:26:00,65.27,1.0
2022-11-11 10:26:03,65.27,1.0
2022-11-11 10:26:06,65.19,1.0
2022-11-11 10:26:09,65.23,1.0
2022-11-11 10:26:12,65.2,1.0
2022-11-11 10:26:15,65.2,1.0
2022-11-11 10:26:18,65.2,1.0
2022-11-11 10:26:21,65.2,1.0
2022-11-11 10:26:24,65.19,1.0
2022-11-11 10:26:27,65.19,1.0
2022-11-11 10:26:30,65.16,1.0
2022-11-11 10:26:33,65.15,1.0
2022-11-11 10:26:36,65.16,1.0
2022-11-11 10:26:39,65.05,1.0
2022-11-11 10:26:42,65.05,1.0
2022-11-11 10:26:45,65.06,1.0
2022-11-11 10:26:48,65.05,1.0
2022-11-11 10:26:51,65.01,1.0
2022-11-11 10:26:54,65.0,1.0
2022-11-11 10:26:57,64.88,1.0
2022-11-11 10:27:00,64.99,1.0
2022-11-11 10:27:03,64.99,1.0
2022-11-11 10:27:06,65.0,1.0
2022-11-11 10:27:09,65.01,1.0
2022-11-11 10:27:12,64.91,1.0
2022-11-11 10:27:15,64.94,1.0
2022-11-11 10:27:18,64.9,1.0
2022-11-11 10:27:21,65.07,1.0
2022-11-11 10:27:24,65.09,1.0
2022-11-11 10:27:27,65.12,1.0
2022-11-11 10:27:30,65.16,1.0
2022-11-11 10:27:33,65.2,1.0
2022-11-11 10:27:36,65.16,1.0
2022-11-11 10:27:39,65.16,1.0
2022-11-11 10:27:42,65.0,1.0
2022-11-11 10:27:45,65.14,-1.0
2022-11-11 10:27:48,65.02,-1.0
2022-11-11 10:27:51,65.14,-1.0
2022-11-11 10:27:54,65.14,-1.0
2022-11-11 10:27:57,65.01,-1.0
2022-11-11 10:28:00,65.14,-1.0
2022-11-11 10:28:03,65.14,-1.0
2022-11-11 10:28:06,65.13,-1.0
2022-11-11 10:28:09,65.13,-1.0
2022-11-11 10:28:12,65.13,-1.0
2022-11-11 10:28:15,65.13,-1.0
2022-11-11 10:28:18,64.97,-1.0
2022-11-11 10:28:21,65.0,-1.0
2022-11-11 10:28:24,64.97,-1.0
2022-11-11 10:28:27,64.97,-1.0
2022-11-11 10:28:30,64.97,-1.0
2022-11-11 10:28:33,64.95,-1.0
2022-11-11 10:28:36,64.92,-1.0
2022-11-11 10:28:39,64.92,-1.0
2022-11-11 10:28:42,64.93,-1.0
2022-11-11 10:28:45,64.85,-1.0
2022-11-11 10:28:48,64.83,-1.0
2022-11-11 10:28:51,64.83,-1.0
2022-11-11 10:28:54,64.83,-1.0
2022-11-11 10:28:57,64.8,-1.0
2022-11-11 10:29:00,64.8,-1.0
2022-11-11 10:29:03,64.7,-1.0
2022-11-11 10:29:06,64.66,-1.0
2022-11-11 10:29:09,64.69,-1.0
2022-11-11 10:29:12,64.67,-1.0
2022-11-11 10:29:15,64.66,-1.0
2022-11-11 10:29:18,64.65,-1.0
2022-11-11 10:29:21,64.67,-1.0
2022-11-11 10:29:24,64.67,-1.0
2022-11-11 10:29:27,64.68,-1.0
2022-11-11 10:29:30,64.7,-1.0
2022-11-11 10:29:33,64.7,-1.0
2022-11-11 10:29:36,64.65,-1.0
2022-11-11 10:29:39,64.67,-1.0
2022-11-11 10:29:42,64.7,-1.0
2022-11-11 10:29:45,64.71,-1.0
2022-11-11 10:29:48,64.71,-1.0
2022-11-11 10:29:51,64.7,-1.0
2022-11-11 10:29:54,64.72,1.0
2022-11-11 10:29:57,64.8,1.0
2022-11-11 10:30:00,64.8,1.0
2022-11-11 10:30:03,64.8,1.0
2022-11-11 10:30:06,64.89,1.0
2022-11-11 10:30:09,64.95,1.0
2022-11-11 10:30:12,65.14,1.0
2022-11-11 10:30:15,65.26,1.0
2022-11-11 10:30:18,65.28,1.0
2022-11-11 10:30:21,65.34,1.0
2022-11-11 10:30:24,65.45,1.0
2022-11-11 10:30:27,65.28,1.0
2022-11-11 10:30:30,65.34,1.0
2022-11-11 10:30:33,65.34,1.0
2022-11-11 10:30:36,65.35,1.0
2022-11-11 10:30:39,65.2,1.0
2022-11-11 10:30:42,65.2,-1.0
2022-11-11 10:30:45,65.09,-1.0
2022-11-11 10:30:48,65.1,-1.0
2022-11-11 10:30:51,65.2,-1.0
2022-11-11 10:30:54,65.2,-1.0
2022-11-11 10:30:57,65.14,-1.0
2022-11-11 10:31:00,65.07,1.0
2022-11-11 10:31:03,65.24,1.0
2022-11-11 10:31:06,65.2,1.0
2022-11-11 10:31:09,65.2,1.0
2022-11-11 10:31:12,65.14,1.0
2022-11-11 10:31:15,65.16,1.0
2022-11-11 10:31:18,65.15,1.0
2022-11-11 10:31:21,65.14,1.0
2022-11-11 10:31:24,65.2,1.0
2022-11-11 10:31:27,65.1,1.0
2022-11-11 10:31:30,65.19,1.0
2022-11-11 10:31:33,65.24,1.0
2022-11-11 10:31:36,65.27,1.0
2022-11-11 10:31:39,65.28,1.0
2022-11-11 10:31:42,65.27,1.0
2022-11-11 10:31:45,65.29,1.0
2022-11-11 10:31:48,65.28,1.0
2022-11-11 10:31:51,65.3,1.0
2022-11-11 10:31:54,65.3,1.0
2022-11-11 10:31:57,65.29,1.0
2022-11-11 10:32:00,65.28,1.0
2022-11-11 10:32:03,65.28,1.0
2022-11-11 10:32:06,65.3,1.0
2022-11-11 10:32:09,65.38,1.0
2022-11-11 10:32:12,65.39,1.0
2022-11-11 10:32:15,65.38,1.0
2022-11-11 10:32:18,65.31,1.0
2022-11-11 10:32:21,65.45,1.0
2022-11-11 10:32:24,65.47,1.0
2022-11-11 10:32:27,65.45,1.0
2022-11-11 10:32:30,65.43,1.0
2022-11-11 10:32:33,65.43,1.0
2022-11-11 10:32:36,65.32,1.0
2022-11-11 10:32:39,65.32,1.0
2022-11-11 10:32:42,65.44,1.0
2022-11-11 10:32:45,65.44,1.0
2022-11-11 10:32:48,65.43,1.0
2022-11-11 10:32:51,65.44,1.0
2022-11-11 10:32:54,65.43,1.0
2022-11-11 10:32:57,65.43,1.0
2022-11-11 10:33:00,65.43,1.0
2022-11-11 10:33:03,65.43,1.0
2022-11-11 10:33:06,65.4,1.0
2022-11-11 10:33:09,65.4,1.0
2022-11-11 10:33:12,65.4,1.0
2022-11-11 10:33:15,65.4,1.0
2022-11-11 10:33:18,65.38,1.0
2022-11-11 10:33:21,65.37,1.0
2022-11-11 10:33:24,65.37,1.0
2022-11-11 10:33:27,65.35,1.0
2022-11-11 10:33:30,65.35,1.0
2022-11-11 10:33:33,65.35,1.0
2022-11-11 10:33:36,65.4,1.0
2022-11-11 10:33:39,65.5,1.0
2022-11-11 10:33:42,65.54,1.0
2022-11-11 10:33:45,65.45,1.0
2022-11-11 10:33:48,65.6,-1.0
2022-11-11 10:33:51,65.49,-1.0
2022-11-11 10:33:54,65.6,-1.0
2022-11-11 10:33:57,65.47,-1.0
2022-11-11 10:34:00,65.47,-1.0
2022-11-11 10:34:03,65.55,-1.0
2022-11-11 10:34:06,65.67,-1.0
2022-11-11 10:34:09,65.59,-1.0
2022-11-11 10:34:12,65.59,-1.0
